period,train_start,train_end,test_start,test_end,candidate,selected,profile,donchian,donchian_exit,volume_mult,sl_atr_mult,selector_mode,profile_universe,train_score,train_trades,train_win_rate,train_return_pct,train_cagr_pct,train_max_dd_pct,train_max_dd_peak_pct,train_final_equity,test_trades,test_win_rate,test_return_pct,test_cagr_pct,test_max_dd_pct,test_max_dd_peak_pct,test_final_equity
3,2023-10-28 12:00:00,2025-03-11 08:00:00,2025-03-11 12:00:00,2025-06-02 16:00:00,growth_70_compound|D30|DX15|VOL2.0|SL2.0,False,growth_70_compound,30,15,2.0,2.0,risk_capped,"conservative,balanced,growth_70_compound",31.040282549649806,63,95.23809523809523,86.78560196221355,57.7904371434526,2.795902447840078,2.795902447840078,1867.8560196221356,8,75.0,7.008180956273395,34.538437314712446,0.738441284164415,0.738441284164415,1070.081809562734
3,2023-10-28 12:00:00,2025-03-11 08:00:00,2025-03-11 12:00:00,2025-06-02 16:00:00,conservative|D30|DX15|VOL2.0|SL2.5,False,conservative,30,15,2.0,2.5,risk_capped,"conservative,balanced,growth_70_compound",26.549974720420387,63,93.65079365079364,29.69245572474197,20.900400908686123,1.1183609791501836,1.1183609791501836,1296.9245572474197,8,75.0,2.760183063138811,12.66601340074407,0.29620047356132106,0.29620047356132106,1027.601830631388
3,2023-10-28 12:00:00,2025-03-11 08:00:00,2025-03-11 12:00:00,2025-06-02 16:00:00,balanced|D30|DX15|VOL2.0|SL2.5,False,balanced,30,15,2.0,2.5,risk_capped,"conservative,balanced,growth_70_compound",28.34837919994606,63,93.65079365079364,47.55558167734378,32.84267707330286,1.6775414686647858,1.6775414686647858,1475.5558167734378,8,75.0,4.161714242667062,19.553297665791746,0.44388579869906974,0.44388579869906974,1041.6171424266706
3,2023-10-28 12:00:00,2025-03-11 08:00:00,2025-03-11 12:00:00,2025-06-02 16:00:00,growth_70_compound|D30|DX15|VOL2.0|SL2.5,False,growth_70_compound,30,15,2.0,2.5,risk_capped,"conservative,balanced,growth_70_compound",30.300479893541574,63,95.23809523809523,67.77374872068586,45.89772709732873,2.2367219581605227,2.2367219581605227,1677.7374872068585,8,75.0,5.577678355583998,26.836962099588856,0.591298438852327,0.591298438852327,1055.77678355584
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,conservative|D15|DX8|VOL1.2|SL1.5,False,conservative,15,8,1.2,1.5,risk_capped,"conservative,balanced,growth_70_compound",50.9653516057146,201,81.09452736318407,137.41603687493605,87.98462801176912,2.6962638840998006,2.6962638840998006,2374.1603687493607,40,70.0,11.23979002938661,59.448156619903415,1.9488441639238858,1.9488441639238858,1112.397900293866
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,balanced|D15|DX8|VOL1.2|SL1.5,False,balanced,15,8,1.2,1.5,risk_capped,"conservative,balanced,growth_70_compound",65.15536826487276,201,81.09452736318407,263.51409935648974,156.55502179648485,4.044395824534971,4.044395824534971,3635.140993564897,40,70.0,17.2651338555371,100.89068420493264,2.9191834400171897,2.9191834400171897,1172.651338555371
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,growth_70_compound|D15|DX8|VOL1.2|SL1.5,True,growth_70_compound,15,8,1.2,1.5,risk_capped,"conservative,balanced,growth_70_compound",84.24463617940584,201,81.09452736318407,454.2915391454996,249.0831788354004,5.392527759014219,5.392527759014219,5542.915391454996,40,70.0,23.575304816761786,152.7323315364101,3.8874475969886433,3.8874475969886433,1235.7530481676179
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,conservative|D15|DX8|VOL1.2|SL2.0,False,conservative,15,8,1.2,2.0,risk_capped,"conservative,balanced,growth_70_compound",48.8621065356775,198,81.81818181818183,102.13804147986056,67.1564268488436,2.0903323397504923,2.0903323397504923,2021.3804147986057,38,78.94736842105263,10.721045315550487,56.2169579994833,1.465778822780671,1.465778822780671,1107.2104531555049
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,balanced|D15|DX8|VOL1.2|SL2.0,False,balanced,15,8,1.2,2.0,risk_capped,"conservative,balanced,growth_70_compound",60.89627349875627,200,82.5,190.72034642316592,117.9400579571217,3.131888627422516,3.131888627422516,2907.2034642316594,38,78.94736842105263,16.47509651063938,95.0297598129547,2.1893662390769975,2.1893662390769975,1164.7509651063938
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,growth_70_compound|D15|DX8|VOL1.2|SL2.0,False,growth_70_compound,15,8,1.2,2.0,risk_capped,"conservative,balanced,growth_70_compound",75.04099122306134,200,82.5,313.0058357154071,181.60996421676643,4.17113141249679,4.17113141249679,4130.058357154071,38,78.94736842105263,22.507311234929468,143.3041942980686,2.906956990055831,2.906956990055831,1225.0731123492947
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,conservative|D15|DX8|VOL1.2|SL2.5,False,conservative,15,8,1.2,2.5,risk_capped,"conservative,balanced,growth_70_compound",43.064964988651745,194,81.95876288659794,72.04969643938784,48.60292395316532,1.6730466739813674,1.6730466739813674,1720.4969643938784,38,78.94736842105263,8.694215330667431,44.07352127946087,1.1746308621362318,1.1746308621362318,1086.9421533066743
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,balanced|D15|DX8|VOL1.2|SL2.5,False,balanced,15,8,1.2,2.5,risk_capped,"conservative,balanced,growth_70_compound",50.89025298482998,197,82.23350253807106,127.59391673367546,82.27507027660326,2.5072368331851345,2.5072368331851345,2275.9391673367545,38,78.94736842105263,13.30168580552977,72.80460364124326,1.7559430236959863,1.7559430236959863,1133.0168580552977
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,growth_70_compound|D15|DX8|VOL1.2|SL2.5,False,growth_70_compound,15,8,1.2,2.5,risk_capped,"conservative,balanced,growth_70_compound",59.465007972581425,197,82.74111675126903,198.60837530403379,122.24113620689145,3.3399200988186135,3.3399200988186135,2986.083753040338,38,78.94736842105263,18.091295623314434,107.1640281524925,2.3333593190818918,2.3333593190818918,1180.9129562331443
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,conservative|D15|DX8|VOL1.5|SL1.5,False,conservative,15,8,1.5,1.5,risk_capped,"conservative,balanced,growth_70_compound",34.4958616942604,141,84.39716312056737,93.00994658290598,61.61183971045479,2.696263899921116,2.696263899921116,1930.09946582906,28,67.85714285714286,6.74573751057403,33.09917835838163,1.9813650425415532,1.9813650425415532,1067.4573751057403
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,balanced|D15|DX8|VOL1.5|SL1.5,False,balanced,15,8,1.5,1.5,risk_capped,"conservative,balanced,growth_70_compound",41.26221271742934,141,85.1063829787234,166.88072139959166,104.74417652764481,4.044395838449558,4.044395838449558,2668.8072139959168,28,67.85714285714286,10.262140359323938,53.400831353507485,2.9715609718146627,2.9715609718146627,1102.6214035932394
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,growth_70_compound|D15|DX8|VOL1.5|SL1.5,False,growth_70_compound,15,8,1.5,1.5,risk_capped,"conservative,balanced,growth_70_compound",49.67750353973993,141,85.1063829787234,267.8873170530741,158.80449527905438,5.392527763372317,5.392527763372317,3678.8731705307414,28,67.85714285714286,13.877192318418702,76.6822694519769,3.9613782387583876,3.9613782387583876,1138.771923184187
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,conservative|D15|DX8|VOL1.5|SL2.0,False,conservative,15,8,1.5,2.0,risk_capped,"conservative,balanced,growth_70_compound",36.3345909307735,140,86.42857142857143,71.51457360101456,48.26537843346901,1.9682228908884027,1.9682228908884027,1715.1457360101456,27,81.48148148148148,7.2256636867368345,35.740203052876836,1.3216384462361497,1.3216384462361497,1072.2566368673683
