symbol,entry_time,exit_time,side,entry,exit,size,notional,commission,slippage,funding,bars_held,exit_reason,soft_sl,hard_sl,liquidation_price,entry_equity,pnl_return_pct,risk_pct,risk_mult,risk_reasons,pnl,btc_return_pct,eth_return_pct,eth_minus_btc_pct,btc_realized_vol_pct,rotation_regime,rotation_alignment,rotation_overlay_fold,rotation_overlay_multiplier,rotation_overlay_reason,overlay_pnl,overlay_pnl_return_pct
LINK/USDT,2025-06-13 08:00:00+00:00,2025-06-13 12:00:00,short,13.23,13.13,192.564262,2537.88,2.0303,3.8068,0.4343,1,soft_sl,13.1318,13.56,,5530.923,0.21806,0.02985,1.114,market:trend|adx:trend|daily:aligned|obv:aligned|vol:elevated|vp:short_below_value|funding_window,12.06,-3.9812050046712733,-5.661512252164069,-1.680307247492796,0.5816529171304146,risk_off_broad,with_rotation,2.0,1.0,rotation_overlay:keep,12.06,0.21806
DOGE/USDT,2025-06-13 08:00:00+00:00,2025-06-13 12:00:00,short,0.17,0.17,19247.410491,3344.27,2.6754,5.0164,0.1229,1,soft_sl,0.1732,0.18,,5530.923,0.21958,0.03858,0.964,daily:aligned|obv:aligned|vol:elevated|vp:short_below_value|funding_window,12.14,-3.9812050046712733,-5.661512252164069,-1.680307247492796,0.5816529171304146,risk_off_broad,with_rotation,2.0,1.0,rotation_overlay:keep,12.14,0.21958
TRX/USDT,2025-06-16 20:00:00+00:00,2025-06-17 00:00:00,long,0.28,0.28,25448.427786,7121.44,5.6972,10.6822,0.3761,1,soft_sl,0.28,0.28,,5555.1285,-0.110819,0.04309,1.077,daily:aligned|obv:aligned|vp:inside_value,-6.16,3.3738219895288024,5.259407915830461,1.8855859263016583,0.5453325681634537,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,-6.16,-0.110819
DOGE/USDT,2025-06-17 20:00:00+00:00,2025-06-18 00:00:00,short,0.17,0.17,25981.984205,4402.47,3.522,6.6037,0.2201,1,soft_sl,0.1686,0.17,,5548.9724,0.625467,0.04287,1.072,adx:trend|daily:aligned|obv:against|pattern:contra|vp:short_below_value,34.71,0.04618372324953768,0.8291073330912946,0.7829236098417569,0.8096859584630578,mixed_neutral,neutral_rotation,2.0,1.0,rotation_overlay:keep,34.71,0.625467
DOGE/USDT,2025-06-21 00:00:00+00:00,2025-06-21 04:00:00,short,0.16,0.16,19035.595723,3085.91,2.4687,4.6289,0.1215,1,soft_sl,0.162,0.17,,5583.6793,-0.022071,0.02677,0.669,adx:strong|daily:aligned|obv:aligned|vp:short_below_value|weekend|funding_window|daily_close,-1.23,-1.2074673709189687,-4.127955870688993,-2.9204884997700242,0.683726867180501,mixed_neutral,neutral_rotation,2.0,1.0,rotation_overlay:keep,-1.23,-0.022071
LINK/USDT,2025-06-21 00:00:00+00:00,2025-06-21 04:00:00,short,12.5,12.49,158.532056,1980.41,1.5843,2.9706,0.1838,1,soft_sl,12.4854,12.8,,5583.6793,-0.046254,0.01794,0.669,adx:trend|daily:aligned|obv:aligned|vp:short_below_value|weekend|funding_window|daily_close,-2.58,-1.2074673709189687,-4.127955870688993,-2.9204884997700242,0.683726867180501,mixed_neutral,neutral_rotation,2.0,1.0,rotation_overlay:keep,-2.58,-0.046254
LINK/USDT,2025-06-22 04:00:00+00:00,2025-06-22 08:00:00,short,11.9,11.87,295.406533,3510.48,2.8084,5.2657,-0.1037,1,soft_sl,11.8691,12.19,,5579.8643,0.010159,0.03429,0.857,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value|weekend,0.57,-2.5838042004904027,-10.334104485889506,-7.750300285399104,0.6538285459031735,risk_off_broad,with_rotation,2.0,1.0,rotation_overlay:keep,0.57,0.010159
TRX/USDT,2025-07-03 00:00:00+00:00,2025-07-03 04:00:00,long,0.28,0.29,52942.584858,15095.57,12.0765,22.6434,1.5096,1,soft_sl,0.2859,0.28,,5580.4312,0.737805,0.03747,0.937,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:hot_long|vp:long_above_value|funding_window|daily_close,41.17,0.452590624301763,2.805641692507743,2.35305106820598,0.5844195996612012,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,41.17,0.737805
LINK/USDT,2025-07-09 12:00:00+00:00,2025-07-09 16:00:00,long,14.03,14.16,546.786095,7704.86,6.1639,11.5573,0.3852,1,soft_sl,14.1554,13.91,,5621.6038,0.926312,0.04763,1.191,daily:aligned|obv:aligned|vp:long_above_value,52.07,0.9174456313942203,4.38257785130014,3.46513221990592,0.4115171791680828,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,52.07,0.926312
TRX/USDT,2025-07-10 00:00:00+00:00,2025-07-10 00:00:00,long,0.29,0.29,43361.208853,12565.43,10.0523,18.8481,0.6283,1,soft_sl,0.29,0.29,,5673.6774,-0.191823,0.02563,0.956,adx:strong|daily:aligned|obv:aligned|vp:long_above_value|funding_window|daily_close,-10.88,1.8819780513771311,7.728656281868629,5.846678230491498,0.6856827432033509,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,-10.88,-0.191823
LINK/USDT,2025-07-10 00:00:00+00:00,2025-07-10 04:00:00,long,14.24,14.36,390.276659,5581.1,4.4649,8.3717,0.5581,1,soft_sl,14.3578,14.1,,5673.6774,0.55325,0.03607,0.902,market:trend|adx:trend|daily:aligned|obv:against|vp:long_above_value|funding_window|daily_close,31.39,1.8819780513771311,7.728656281868629,5.846678230491498,0.6856827432033509,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,31.39,0.55325
LINK/USDT,2025-07-10 12:00:00+00:00,2025-07-10 16:00:00,long,14.32,14.38,560.347467,8042.6,6.4341,12.0639,0.4021,1,soft_sl,14.3848,14.13,,5694.1836,0.295425,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned|vp:long_above_value,16.82,2.1844403171642046,8.413907245992135,6.2294669288279305,0.6744663925337456,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,16.82,0.295425
LINK/USDT,2025-07-11 00:00:00+00:00,2025-07-11 04:00:00,long,15.24,15.4,373.147258,5717.43,4.5739,8.5761,0.5717,1,soft_sl,15.4034,15.11,,5711.0056,0.820497,0.03825,0.956,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:hot_long|pattern:aligned|vp:long_above_value|funding_window|daily_close,46.86,7.1857853552413475,16.103518968115615,8.917733612874269,0.9045800006970649,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,46.86,0.820497
TRX/USDT,2025-07-17 00:00:00+00:00,2025-07-17 04:00:00,long,0.31,0.31,33655.371277,10448.52,8.3588,15.6728,1.0449,1,soft_sl,0.3111,0.31,,5757.8643,0.284894,0.03283,0.821,daily:aligned|obv:aligned|rsi:hot_long|pattern:aligned|vp:long_above_value|funding_window|daily_close,16.4,-0.3760134343316457,13.472395694812445,13.848409129144091,0.9437694869397627,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,16.4,0.284894
DOGE/USDT,2025-07-17 04:00:00+00:00,2025-07-17 08:00:00,long,0.21,0.21,11901.186887,2506.5,2.0052,3.7598,0.2507,1,soft_sl,0.213,0.21,,5768.9705,0.902246,0.02858,1.067,adx:strong|daily:aligned|obv:aligned|vol:elevated|vp:inside_value,52.05,-2.1885446588013946,9.671746196939113,11.860290855740507,0.8758660981782811,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,52.05,0.902246
LINK/USDT,2025-08-04 20:00:00+00:00,2025-08-05 00:00:00,long,16.84,17.12,339.789798,5769.38,4.6155,8.6541,0.5769,1,soft_sl,17.1166,16.75,,5826.3183,1.363516,0.04241,1.06,adx:strong|daily:aligned|obv:aligned|vp:long_below_value,79.44,1.2760585636285793,4.280511830610334,3.0044532669817547,0.3840721973565461,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,79.44,1.363516
LINK/USDT,2025-08-07 20:00:00+00:00,2025-08-08 00:00:00,long,18.28,18.46,322.245483,5921.02,4.7368,8.8815,0.2961,1,soft_sl,18.4635,18.04,,5905.7611,0.738371,0.04568,1.142,daily:aligned|obv:aligned|pattern:aligned|vp:inside_value,43.61,2.33917924758551,5.379838283162597,3.040659035577087,0.7234136314137125,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,43.61,0.738371
TRX/USDT,2025-08-11 20:00:00+00:00,2025-08-12 00:00:00,long,0.34,0.35,50902.60117,17580.54,14.0644,26.3708,1.7581,1,soft_sl,0.3459,0.34,,5949.3675,0.105322,0.04763,1.191,daily:aligned|obv:aligned|vp:long_above_value,6.27,2.277710758486551,4.865529225441434,2.587818466954883,0.7771499526289242,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,6.27,0.105322
TRX/USDT,2025-08-12 20:00:00+00:00,2025-08-13 00:00:00,long,0.35,0.35,32051.181253,11267.94,9.0143,16.9019,1.1268,1,soft_sl,0.3533,0.35,,5955.6335,1.462602,0.03191,1.191,daily:aligned|obv:aligned|vp:long_above_value,87.11,2.6612898380170336,6.0735697639452635,3.41227992592823,0.823589319465526,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,87.11,1.462602
LINK/USDT,2025-08-12 20:00:00+00:00,2025-08-13 00:00:00,long,23.41,23.64,162.902989,3832.41,3.0659,5.7486,0.3832,1,soft_sl,23.6434,22.78,,5955.6335,0.489582,0.04715,1.179,adx:strong|daily:aligned|obv:aligned|vol:elevated|vp:long_above_value,29.16,2.6612898380170336,6.0735697639452635,3.41227992592823,0.823589319465526,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,29.16,0.489582
DOGE/USDT,2025-08-13 16:00:00+00:00,2025-08-13 20:00:00,long,0.24,0.24,17423.037434,4224.85,3.3799,6.3373,0.4225,1,soft_sl,0.2438,0.24,,6071.8985,0.576913,0.04072,1.018,adx:trend|daily:aligned|obv:aligned|vp:inside_value|funding_window,35.03,1.7944529579172475,10.641774902042634,8.847321944125387,0.7334259906591488,eth_alt_leads_up,with_rotation,2.0,1.0,rotation_overlay:keep,35.03,0.576913
LINK/USDT,2025-08-17 20:00:00+00:00,2025-08-18 00:00:00,long,25.46,25.86,105.935562,2718.25,2.1746,4.0774,0.2718,1,soft_sl,25.8609,24.96,,6106.9281,0.592076,0.03136,0.784,market:trend|adx:trend|daily:aligned|obv:aligned|vol:elevated|vp:inside_value|weekend,36.16,-0.3074913372268062,-1.7307972116771042,-1.423305874450298,0.4485136295771676,mixed_neutral,neutral_rotation,2.0,1.0,rotation_overlay:keep,36.16,0.592076
LINK/USDT,2025-08-23 00:00:00+00:00,2025-08-23 04:00:00,long,26.8,26.83,72.373442,1940.61,1.5525,2.9109,0.1941,1,soft_sl,26.8288,25.81,,6143.0857,-0.040767,0.0241,0.603,adx:trend|daily:aligned|obv:aligned|vol:elevated|vp:long_above_value|weekend|funding_window|daily_close,-2.5,3.6103070086027644,18.56752922232532,14.957222213722556,0.9409049125697334,eth_alt_leads_up,with_rotation,3.0,1.0,rotation_overlay:keep,-2.5,-0.040767
TRX/USDT,2025-09-06 20:00:00+00:00,2025-09-07 00:00:00,short,0.33,0.3,37229.687449,11737.12,9.3897,17.6057,7.4027,1,soft_sl,0.3044,0.31,,6140.5813,12.653898,0.03429,0.857,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value|weekend,777.02,-1.9201015873921756,-4.893333512191411,-2.9732319247992356,0.7469773604700652,mixed_neutral,neutral_rotation,3.0,1.0,rotation_overlay:keep,777.02,12.653898
LINK/USDT,2025-09-09 12:00:00+00:00,2025-09-09 16:00:00,long,23.53,23.72,344.062639,8127.76,6.5022,12.1916,0.8128,1,soft_sl,23.7198,23.29,,6917.6043,0.681923,0.04309,1.077,daily:aligned|obv:aligned|vp:inside_value,47.17,1.5031666288880752,1.1109611733611358,-0.3922054555269394,0.43657209620561094,mixed_neutral,neutral_rotation,3.0,1.0,rotation_overlay:keep,47.17,0.681923
DOGE/USDT,2025-10-02 08:00:00+00:00,2025-10-02 12:00:00,long,0.26,0.26,22208.218391,5716.51,4.5732,8.5748,0.2013,1,soft_sl,0.259,0.25,,6964.777,0.838264,0.03297,0.824,daily:aligned|obv:aligned|rsi:hot_long|vp:inside_value|funding_window,58.38,5.928916323166811,6.502946476403815,0.574030153237004,0.6844928848575689,mixed_neutral,neutral_rotation,3.0,1.0,rotation_overlay:keep,58.38,0.838264
DOGE/USDT,2025-10-06 20:00:00+00:00,2025-10-07 00:00:00,long,0.27,0.27,28988.934461,7797.02,6.2376,11.6955,0.7797,1,soft_sl,0.2695,0.26,,7023.1602,0.200183,0.05,1.25,adx:trend|daily:aligned|obv:aligned|vp:long_above_value,14.06,2.24126554837194,4.498135092359967,2.256869543988027,0.5447948219037533,eth_alt_leads_up,with_rotation,3.0,1.0,rotation_overlay:keep,14.06,0.200183
TRX/USDT,2025-10-10 20:00:00+00:00,2025-10-11 00:00:00,short,0.33,0.31,62331.109956,19806.41,15.8451,29.7096,33.2189,1,soft_sl,0.3051,0.31,,7037.2194,21.234349,0.05,1.25,market:trend|adx:trend|daily:aligned|obv:aligned|vp:short_below_value,1494.31,-4.102436312437496,-10.777123152445323,-6.674686840007827,0.9049842125463767,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,1494.31,21.234349
LINK/USDT,2025-10-17 00:00:00+00:00,2025-10-17 04:00:00,short,17.42,17.36,183.557944,3191.6,2.5533,4.7874,-0.2943,1,soft_sl,17.3568,18.06,,8531.5271,0.049081,0.03006,0.751,adx:strong|daily:aligned|obv:aligned|vol:high|vp:short_below_value|funding_window|daily_close,4.19,-6.065836807489056,-8.200580229733234,-2.1347434222441777,0.9601844869035795,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,4.19,0.049081
LINK/USDT,2025-10-17 12:00:00+00:00,2025-10-17 16:00:00,short,16.52,16.19,228.391243,3736.11,2.9889,5.6042,0.1868,1,soft_sl,16.1948,16.93,,8535.7145,0.772767,0.03929,0.982,adx:strong|daily:aligned|obv:aligned|vol:high|pattern:contra|vp:short_below_value,65.96,-5.061874446024584,-4.882207887399148,0.1796665586254358,1.1642996871191584,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,65.96,0.772767
TRX/USDT,2025-10-24 20:00:00+00:00,2025-10-25 00:00:00,short,0.3,0.3,54747.278359,16635.44,13.3084,24.9532,5.248,1,soft_sl,0.3032,0.31,,8601.6757,0.386827,0.04899,1.225,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value,33.27,-1.028815608924749,-1.7370882615096561,-0.708272652584907,0.915187458760909,mixed_neutral,neutral_rotation,3.0,1.0,rotation_overlay:keep,33.27,0.386827
DOGE/USDT,2025-10-30 20:00:00+00:00,2025-10-31 00:00:00,short,0.18,0.18,41957.143248,7410.25,5.9282,11.1154,1.0851,1,soft_sl,0.1764,0.18,,8634.9492,0.008952,0.04899,1.225,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value,0.77,-7.310855399151739,-12.097308952824381,-4.786453553672642,0.7754898483823579,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,0.77,0.008952
DOGE/USDT,2025-11-03 08:00:00+00:00,2025-11-03 12:00:00,short,0.17,0.17,46657.499309,8046.59,6.4373,12.0699,1.0525,1,soft_sl,0.1715,0.18,,8635.7223,0.788428,0.045,1.125,adx:strong|daily:aligned|obv:aligned|vp:short_below_value|funding_window,68.09,-1.8095047445112034,-3.037788913754791,-1.2282841692435875,0.7155398679440029,mixed_neutral,neutral_rotation,3.0,1.0,rotation_overlay:keep,68.09,0.788428
LINK/USDT,2025-11-03 12:00:00+00:00,2025-11-03 16:00:00,short,16.06,14.67,252.94245,3885.98,3.1088,5.829,-0.0567,1,soft_sl,14.6712,15.16,,8603.9952,3.96491,0.02872,1.072,daily:aligned|obv:aligned|vol:elevated|pattern:contra|vp:short_below_value,341.14,-2.3902906165034543,-4.1875960383766175,-1.7973054218731632,0.6798716393747419,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,341.14,3.96491
TRX/USDT,2025-11-03 20:00:00+00:00,2025-11-04 00:00:00,short,0.28,0.28,47581.062269,13425.94,10.7407,20.1389,0.6713,1,soft_sl,0.2803,0.28,,9044.9494,1.587307,0.03282,1.225,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value,143.57,-2.5209739642340634,-6.571838215042303,-4.050864250808239,0.8658474794355815,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,143.57,1.587307
LINK/USDT,2025-11-03 20:00:00+00:00,2025-11-04 00:00:00,short,15.34,15.08,321.605005,4891.91,3.9135,7.3379,0.2446,1,soft_sl,15.0838,15.68,,9044.9494,0.776565,0.04208,1.052,market:trend|adx:trend|daily:aligned|obv:aligned|vol:elevated|rsi:cold_short|vp:short_below_value,70.24,-2.5209739642340634,-6.571838215042303,-4.050864250808239,0.8658474794355815,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,70.24,0.776565
TRX/USDT,2025-11-04 12:00:00+00:00,2025-11-04 16:00:00,short,0.28,0.28,59348.776878,16647.7,13.3182,24.9716,5.416,1,soft_sl,0.2799,0.28,,9258.7605,0.263502,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned|vp:short_below_value,24.4,-5.055124518375753,-8.985882644321064,-3.930758125945311,1.0250524132205583,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,24.4,0.263502
DOGE/USDT,2025-11-05 00:00:00+00:00,2025-11-05 04:00:00,short,0.16,0.16,23509.230275,3735.02,2.988,5.6025,0.1868,1,soft_sl,0.1556,0.16,,9283.1575,1.569402,0.03307,0.827,market:trend|adx:strong|daily:aligned|obv:aligned|vol:high|pattern:contra|vp:short_below_value|funding_window|daily_close,145.69,-7.812011573215849,-15.155960270031555,-7.343948696815706,1.2104904013765774,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,145.69,1.569402
LINK/USDT,2025-11-05 00:00:00+00:00,2025-11-05 04:00:00,short,14.68,14.08,149.952147,2156.19,1.725,3.2343,0.1078,1,soft_sl,14.0834,14.77,,9283.1575,0.901037,0.02215,0.827,market:trend|adx:strong|daily:aligned|obv:aligned|vol:high|pattern:contra|vp:short_below_value|funding_window|daily_close,83.64,-7.812011573215849,-15.155960270031555,-7.343948696815706,1.2104904013765774,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,83.64,0.901037
DOGE/USDT,2025-11-18 00:00:00+00:00,2025-11-18 04:00:00,short,0.15,0.15,40007.501537,6036.27,4.829,9.0544,0.6254,1,soft_sl,0.1497,0.15,,9512.4923,0.841303,0.03825,0.956,adx:strong|daily:aligned|obv:aligned|vp:short_below_value|funding_window|daily_close,80.03,-2.5122455045168968,-2.607996914373867,-0.09575140985697006,1.0068982328239795,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,80.03,0.841303
LINK/USDT,2025-11-18 00:00:00+00:00,2025-11-18 04:00:00,short,13.32,13.09,262.27428,3463.7,2.771,5.1955,0.1427,1,soft_sl,13.0908,13.53,,9512.4923,0.552207,0.02417,0.902,adx:strong|daily:aligned|obv:aligned|vol:elevated|vp:short_below_value|funding_window|daily_close,52.53,-2.5122455045168968,-2.607996914373867,-0.09575140985697006,1.0068982328239795,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,52.53,0.552207
DOGE/USDT,2025-11-20 00:00:00+00:00,2025-11-20 04:00:00,short,0.15,0.15,37065.548382,5713.88,4.5711,8.5708,0.2857,1,soft_sl,0.1538,0.16,,9645.0498,0.148236,0.03607,0.902,adx:strong|daily:aligned|obv:aligned|vol:elevated|vp:short_below_value|funding_window|daily_close,14.3,-2.8791669010429732,-2.261114073786785,0.618052827256188,1.3447646995650997,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,14.3,0.148236
LINK/USDT,2025-11-20 00:00:00+00:00,2025-11-20 04:00:00,short,13.52,13.46,273.235029,3686.75,2.9494,5.5301,0.1843,1,soft_sl,13.4649,13.89,,9645.0498,0.069099,0.02417,0.902,adx:strong|daily:aligned|obv:aligned|vol:elevated|vp:short_below_value|funding_window|daily_close,6.66,-2.8791669010429732,-2.261114073786785,0.618052827256188,1.3447646995650997,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,6.66,0.069099
TRX/USDT,2025-11-21 00:00:00+00:00,2025-11-21 04:00:00,short,0.28,0.28,55732.933479,15585.35,12.4683,23.378,2.9517,1,soft_sl,0.2789,0.28,,9666.0118,0.47099,0.03825,0.956,market:trend|adx:trend|daily:aligned|obv:aligned|vp:short_below_value|funding_window|daily_close,45.53,-6.041464819783505,-6.50449166023116,-0.46302684044765563,1.4447011041443691,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,45.53,0.47099
DOGE/USDT,2025-11-21 12:00:00+00:00,2025-11-21 16:00:00,short,0.14,0.13,31871.075369,4309.38,3.4475,6.4641,0.2155,1,soft_sl,0.1337,0.14,,9711.5377,0.891576,0.03674,0.918,market:trend|adx:strong|daily:aligned|obv:aligned|vol:high|rsi:cold_short|vp:short_below_value,86.59,-10.0515339945077,-12.072869089528993,-2.0213350950212927,1.4824480560796705,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,86.59,0.891576
LINK/USDT,2025-11-21 12:00:00+00:00,2025-11-21 16:00:00,short,11.89,11.64,237.090758,2789.58,2.2317,4.1844,0.1395,1,soft_sl,11.6448,12.15,,9711.5377,0.52391,0.02462,0.918,market:trend|adx:strong|daily:aligned|obv:aligned|vol:high|rsi:cold_short|vp:short_below_value,50.88,-10.0515339945077,-12.072869089528993,-2.0213350950212927,1.4824480560796705,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,50.88,0.52391
TRX/USDT,2025-12-01 08:00:00+00:00,2025-12-01 12:00:00,short,0.28,0.28,111280.314656,30704.02,24.5632,46.056,1.2168,1,soft_sl,0.2757,0.28,,9849.0032,-0.268389,0.04053,1.013,adx:strong|daily:aligned|obv:aligned|vp:inside_value|vp:near_poc|funding_window,-26.43,-4.822923246564869,-5.389748478404332,-0.5668252318394629,1.1797310471018327,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,-26.43,-0.268389
LINK/USDT,2025-12-01 20:00:00+00:00,2025-12-02 00:00:00,short,11.83,11.83,716.260384,8474.18,6.7793,12.7113,0.4237,1,soft_sl,11.8303,12.11,,9822.5695,-0.190344,0.04048,1.012,daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value,-18.7,-6.718650013555627,-10.133508282762016,-3.4148582692063885,1.1518603219952928,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,-18.7,-0.190344
TRX/USDT,2025-12-12 20:00:00+00:00,2025-12-13 00:00:00,short,0.28,0.27,120875.347545,33156.92,26.5255,49.7354,1.6578,1,soft_sl,0.2735,0.28,,9803.8728,1.185934,0.04763,1.191,daily:aligned|obv:aligned|pattern:contra|vp:short_below_value,116.27,-3.8550839946716042,-8.493145788279023,-4.638061793607418,1.1154878389181797,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,116.27,1.185934
LINK/USDT,2025-12-18 00:00:00+00:00,2025-12-18 04:00:00,short,12.26,12.15,360.296075,4397.84,3.5183,6.5968,0.0356,1,soft_sl,12.1513,12.48,,9920.1403,0.295922,0.02397,0.894,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value|funding_window|daily_close,29.36,-2.1756991697571837,-7.512034539291057,-5.336335369533874,1.0145434918087262,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,29.36,0.295922
DOGE/USDT,2025-12-18 00:00:00+00:00,2025-12-18 04:00:00,short,0.13,0.13,59973.138929,7542.99,6.0344,11.3145,0.1858,1,soft_sl,0.1253,0.13,,9920.1403,0.424476,0.03644,0.911,daily:aligned|obv:aligned|vp:short_below_value|funding_window|daily_close,42.11,-2.1756991697571837,-7.512034539291057,-5.336335369533874,1.0145434918087262,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,42.11,0.424476
LINK/USDT,2025-12-19 00:00:00+00:00,2025-12-19 04:00:00,short,11.93,11.85,303.17516,3604.64,2.8837,5.407,0.1802,1,soft_sl,11.8493,12.21,,9991.6048,0.160239,0.02197,0.82,daily:aligned|obv:aligned|vol:elevated|vp:short_below_value|funding_window|daily_close,16.01,-1.0651708127917714,-4.5878680502826175,-3.522697237490846,1.3480557262061825,mixed_neutral,neutral_rotation,3.0,1.0,rotation_overlay:keep,16.01,0.160239
DOGE/USDT,2025-12-19 00:00:00+00:00,2025-12-19 04:00:00,short,0.12,0.12,52736.045217,6400.86,5.1207,9.6013,0.32,1,soft_sl,0.1207,0.12,,9991.6048,0.540348,0.03644,0.911,daily:aligned|obv:aligned|vp:short_below_value|funding_window|daily_close,53.99,-1.0651708127917714,-4.5878680502826175,-3.522697237490846,1.3480557262061825,mixed_neutral,neutral_rotation,3.0,1.0,rotation_overlay:keep,53.99,0.540348
TRX/USDT,2025-12-25 04:00:00+00:00,2025-12-25 04:00:00,short,0.28,0.28,119195.624017,33375.97,26.7008,50.064,1.6688,1,soft_sl,0.28,0.28,,10061.6048,-0.75584,0.04094,1.023,daily:aligned|obv:aligned|vp:inside_value|vp:near_poc,-76.05,-1.0322617001493284,-2.459456058910392,-1.4271943587610636,0.6408609118929622,mixed_neutral,neutral_rotation,3.0,1.0,rotation_overlay:keep,-76.05,-0.75584
DOGE/USDT,2025-12-26 20:00:00+00:00,2025-12-27 00:00:00,short,0.12,0.12,102665.144864,12509.47,10.0076,18.7642,1.1228,1,soft_sl,0.1217,0.12,,9985.5551,0.076405,0.05,1.25,adx:trend|daily:aligned|obv:aligned|pattern:contra|vp:short_below_value,7.63,-0.3083527692472554,-0.6188173486344262,-0.31046457938717076,0.7463015358260551,mixed_neutral,neutral_rotation,3.0,1.0,rotation_overlay:keep,7.63,0.076405
DOGE/USDT,2026-01-01 00:00:00+00:00,2026-01-01 04:00:00,short,0.12,0.12,77993.346892,9155.54,7.3244,13.7333,0.8577,1,soft_sl,0.1174,0.12,,9993.1846,-0.186134,0.03097,0.774,daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value|funding_window|daily_close,-18.6,-0.35520726110520595,0.7051803634391174,1.0603876245443233,0.981017089634044,mixed_neutral,neutral_rotation,3.0,1.0,rotation_overlay:keep,-18.6,-0.186134
TRX/USDT,2026-01-03 20:00:00+00:00,2026-01-04 00:00:00,long,0.29,0.3,103042.02855,30346.44,24.2772,45.5197,3.0346,1,soft_sl,0.2954,0.29,,9974.5839,1.078693,0.035,0.875,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:hot_long|pattern:aligned|vp:long_above_value|weekend,107.6,2.944409529794889,4.773736537147211,1.8293270073523216,0.3482816326012127,eth_alt_leads_up,with_rotation,3.0,1.0,rotation_overlay:keep,107.6,1.078693
TRX/USDT,2026-01-07 20:00:00+00:00,2026-01-08 00:00:00,long,0.3,0.3,148918.028878,44355.27,35.4842,66.5329,2.2178,1,soft_sl,0.2983,0.3,,10082.179,0.384846,0.05,1.25,adx:strong|daily:aligned|obv:aligned|vp:long_above_value,38.8,0.04467475788367814,0.4170778364326777,0.37240307854899957,0.8772420593804154,mixed_neutral,neutral_rotation,3.0,1.0,rotation_overlay:keep,38.8,0.384846
