total_pnl,max_dd,ending
1962.6,77.74000000000001,2962.6
1646.97,80.57999999999993,2646.9700000000003
2103.49,65.34999999999991,3103.49
2077.7,6.6099999999999,3077.7
1813.6,81.6899999999996,2813.6
1647.87,79.19999999999982,2647.87
1777.26,77.74000000000001,2777.26
1842.45,65.34999999999991,2842.45
1892.61,68.63999999999987,2892.6099999999997
1969.79,33.6899999999996,2969.79
2115.66,77.73999999999978,3115.66
1946.54,65.80999999999995,2946.54
1998.62,79.17000000000007,2998.62
1676.65,155.50999999999976,2676.65
1427.76,135.8699999999999,2427.76
1517.98,147.88999999999987,2517.98
1414.14,94.72000000000003,2414.1400000000003
1792.98,65.34999999999991,2792.98
2071.08,65.34999999999991,3071.08
2330.67,77.73999999999978,3330.67
2283.77,77.73999999999978,3283.77
1627.43,65.34999999999991,2627.4300000000003
1726.24,77.73999999999978,2726.24
1720.72,134.41999999999962,2720.7200000000003
1843.58,65.34999999999991,2843.58
1729.23,66.45999999999981,2729.23
1688.32,72.06999999999971,2688.3199999999997
1320.98,77.74000000000001,2320.98
2087.33,108.15999999999985,3087.33
1634.41,65.34999999999991,2634.41
1545.94,65.56999999999994,2545.94
1872.25,68.40999999999985,2872.25
2042.45,65.34999999999991,3042.45
1829.67,79.44999999999982,2829.67
1519.29,130.41000000000008,2519.29
1944.99,6.980000000000018,2944.99
1997.6399999999999,66.77999999999975,2997.64
1758.67,80.82999999999993,2758.67
1872.8799999999999,29.11999999999989,2872.88
1677.89,77.74000000000001,2677.8900000000003
2082.97,66.71000000000004,3082.97
1906.18,77.74000000000001,2906.1800000000003
1833.57,82.40000000000009,2833.5699999999997
1622.95,95.76999999999975,2622.95
1662.83,65.34999999999991,2662.83
2203.77,67.18999999999983,3203.77
1660.02,79.53999999999996,2660.02
2001.2,105.55000000000007,3001.2
1703.97,67.05999999999995,2703.9700000000003
1473.8700000000001,77.74000000000001,2473.87
1568.45,80.82999999999993,2568.45
2077.88,80.26999999999964,3077.88
1662.55,65.34999999999991,2662.55
1798.33,77.74000000000001,2798.33
2393.84,29.11999999999989,3393.84
1561.66,107.25,2561.66
2180.84,77.73999999999978,3180.84
1815.31,77.74000000000001,2815.31
1534.01,78.51999999999998,2534.01
1905.28,65.34999999999991,2905.2799999999997
1500.99,101.84999999999991,2500.99
1741.6399999999999,66.36999999999989,2741.64
2441.7,65.73999999999978,3441.7
1602.46,77.73999999999978,2602.46
2063.31,80.31999999999994,3063.31
2017.57,66.95999999999981,3017.5699999999997
1491.07,78.48000000000002,2491.0699999999997
1900.16,65.34999999999991,2900.16
1672.86,119.73000000000002,2672.8599999999997
2288.9,67.48000000000002,3288.9
2034.78,77.9699999999998,3034.7799999999997
1782.55,77.74000000000001,2782.55
1910.91,77.73999999999978,2910.91
2003.18,65.34999999999991,3003.1800000000003
1530.25,79.09999999999991,2530.25
1919.1299999999999,65.34999999999991,2919.13
1854.2,143.08999999999992,2854.2
1813.01,81.81999999999994,2813.01
1975.93,77.74000000000001,2975.9300000000003
1867.58,77.74000000000001,2867.58
1600.79,81.37999999999988,2600.79
1876.51,65.34999999999991,2876.51
1939.16,7.539999999999964,2939.16
1816.85,80.49000000000001,2816.85
2074.36,94.46999999999991,3074.36
1652.24,77.74000000000001,2652.24
1861.05,77.74000000000001,2861.05
1922.7,77.74000000000001,2922.7
1763.79,77.74000000000001,2763.79
1496.23,78.10999999999967,2496.23
1907.05,65.34999999999991,2907.05
1737.66,77.74000000000001,2737.66
1909.69,81.47000000000003,2909.69
1857.43,29.11999999999989,2857.4300000000003
2064.7,77.73999999999978,3064.7
1563.21,195.36999999999944,2563.21
